-1.541532740061208351e+01,-1.408724965961178199e+01,-1.672290386703105014e+01,-1.543024490774277524e+01
-1.427712036811244012e+01,-1.307083929900443309e+01,-1.509946502715893502e+01,-1.562058680482122597e+01
-1.368682812709535135e+01,-1.210010583675413898e+01,-1.457643626401537240e+01,-1.502747761328624598e+01
-1.252636819148251668e+01,-1.106806065113684490e+01,-1.282532727600431954e+01,-1.404547204998255161e+01
-1.194362877066211936e+01,-1.007901953289791308e+01,-1.248293819350555367e+01,-1.330905419768462750e+01
-1.128942536211846281e+01,-9.243676946733607735e+00,-1.110300796946759228e+01,-1.236398033295413512e+01
-1.040788696857169349e+01,-8.535100456867658281e+00,-1.042552782693192270e+01,-1.139270928606671340e+01
-8.185658916761678228e+00,-7.547367823680427357e+00,-1.048102492602958336e+01,-1.003337619164851446e+01
-7.367735231420730280e+00,-6.269077491136057390e+00,-8.129801484689096469e+00,-9.320912455968924704e+00
-6.992810894640749453e+00,-5.290588756544244653e+00,-7.762771228102857357e+00,-8.250837776502704557e+00
-5.673002546154950032e+00,-4.478520485466093604e+00,-6.264376368773341142e+00,-7.428500549901529304e+00
-4.965776869166808716e+00,-4.547856692785337884e+00,-3.340681106571695480e+00,-6.329348304904405254e+00
-1.511689177632589143e+01,-1.537863166289524308e+01,-1.791399523030974450e+01,-1.671702398166283032e+01
-1.499289406142776038e+01,-1.389001354779814257e+01,-2.296329471946767598e+01,-1.748049403801522672e+01
-1.295823036179250920e+01,-1.543094768215762258e+01,-1.856181910413577185e+01,-1.624863924259501857e+01
-1.209521389783791534e+01,-1.792490033239949554e+01,-2.776032366677022623e+01,-1.795082271686505138e+01
-1.153437078003570981e+01,-1.529205185529348121e+01,-1.842801498147031936e+01,-1.769678904488895910e+01
-1.001889833186787548e+01,-1.524372758557853302e+01,-2.688478937783729705e+01,-2.165100436873282774e+01
-9.436658226372570013e+00,-2.137153868916104926e+01,-2.211652074996315775e+01,-1.608440629270310751e+01
-8.452450616956378227e+00,-1.314249212982954340e+01,-2.060158669072744075e+01,-1.489995406581363113e+01
-6.896766342542499650e+00,-1.246658394550117599e+01,-1.884158531303215511e+01,-1.421983185786019988e+01
-6.230613128278894131e+00,-2.012312180687640151e+01,-6.091155827854595373e+01,-1.585554521746093748e+01
-5.142905129567653333e+00,-1.443201850314388679e+01,-1.326648589266701350e+01,-1.554303199644553501e+01
-5.317539276108864676e+00,-2.989906459655156112e+00,-2.091111577310494241e+00,-6.137990124183930085e+00
-1.593385415669110294e+01,-1.963478525601970759e+01,-1.990726699219045770e+01,-1.832074460077335232e+01
-1.946768590017751777e+01,-1.766512965000030988e+01,-1.192921666284518096e+02,-1.938834120979782583e+01
-1.416575714327959723e+01,-3.485665691981574810e+01,-1.920383953070870291e+02,-3.151875585456421192e+01
-1.624143025202285529e+01,-5.898606576165416016e+01,-2.013307830260520177e+02,-5.565477805801928923e+01
-1.497210509732830630e+01,-3.451841585205939111e+01,-1.412181384997495002e+02,-2.742056278001927438e+01
-1.463057238930690573e+01,-1.200108337015533948e+02,-8.326930093281707457e+01,-6.684586755185020479e+01
-1.590309939286212604e+01,-2.549323139695226104e+01,-1.861079578900520346e+02,-2.663139843904210124e+01
-1.490521948098292526e+01,-3.104731727341633274e+01,-1.112252198659258227e+02,-2.764244329685640977e+01
-9.794385704434052542e+00,-4.127388149680116669e+01,-1.329680117175824989e+02,-2.805295319008105892e+01
-1.102279180835093619e+01,-1.883986803398458676e+01,-1.268285707481363573e+02,-2.327560284007669367e+01
-5.702438860554035038e+00,-1.990001962383673773e+00,-1.203201831450664798e+02,-1.455830703071404209e+01
-4.242597589943672531e+00,-1.990076189106529503e+00,-9.999999999999998890e-01,-2.970135118949114084e+00
-1.660081803007080481e+01,-1.167405325851478750e+02,-1.815818569887871092e+01,-1.826893845162732077e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
