0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.325645843307206917e+01,-5.323994074341567284e+01,-5.357771230877939672e+01,-5.338022092118542616e+01,-5.311833834647454466e+01,-1.420675910417651266e+02
-1.652642850785688822e+01,-1.649557330439960623e+01,-1.699228909295800705e+01,-1.599228307228566770e+01,-1.576116689929056669e+01,-5.832039129438467029e+01
-5.321009031042645887e+01,-5.352008025842187067e+01,-5.324185111791442182e+01,-5.338022092118542616e+01,-5.311833834647454466e+01,-1.078949129716523601e+02
-5.087584336457869938e+01,-5.078954715176360679e+01,-5.093012430430663784e+01,-5.078954715176360679e+01,-1.025180989021752964e+02,-1.025180989021752964e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.976333811831682397e+01,-6.975364758423847888e+01,-6.976575852410194045e+01,-6.975364758423847888e+01,-7.514400486813073599e+01,-8.068481713496575480e+01
-4.284563530675050202e+01,-4.281271930353186406e+01,-4.281224254092095549e+01,-4.281271930353186406e+01,-6.114543012050151560e+01,-7.236108813252832306e+01
-5.470687191024711638e+01,-5.462395540717391640e+01,-5.466699801447803964e+01,-5.462395540717391640e+01,-8.068481713496575480e+01,-9.439205435448353398e+01
-6.841379643431712054e+01,-6.845425476042620971e+01,-6.838092880185627109e+01,-6.845425476042620971e+01,-1.025180989021752964e+02,-1.446413882686398438e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.344772138363954639e+01,-7.349913963640091197e+01,-7.353272393380537153e+01,-7.349913963640091197e+01,-1.264613524525364880e+02,-1.394860491893331300e+02
-5.603200644502288696e+01,-5.596700569620827537e+01,-5.600600269994610869e+01,-5.596700569620827537e+01,-7.514400486813073599e+01,-5.832039129438467029e+01
-3.875692985910097121e+01,-3.872112201138800458e+01,-3.890145395878163725e+01,-3.872112201138800458e+01,-8.068481713496575480e+01,-7.236108813252832306e+01
-5.316048644673936963e+01,-5.309923845879205118e+01,-5.310566154938058503e+01,-5.309923845879205118e+01,-9.439205435448353398e+01,-7.514400486813073599e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.658052587225936847e+00,-6.677010784864958914e+00,-7.778050564109813436e+00,-6.677010784864958914e+00,-7.236108813252832306e+01,1.999999999999999645e+01
-1.507711732716806807e+01,-1.523165441863878300e+01,-1.506454298625011567e+01,-1.523165441863878300e+01,-5.264478620856015567e+01,-1.314608962687397877e+02
-9.269452231927798991e+00,-9.439205435448355885e+00,-9.558619554744415936e+00,-9.439205435448355885e+00,-1.491026959524299933e+01,-4.831975608107200770e+01
-1.584846432533850802e+01,-1.599228307228566770e+01,-1.582636606058170337e+01,-1.599228307228566770e+01,-5.264478620856015567e+01,-5.441412427609805036e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.403205857853798477e+01,-5.393714583322088174e+01,-5.393714583322088174e+01,-5.384050589770978235e+01,-1.052105446054687690e+02,-1.394860491893331300e+02
-1.818627952215435073e+01,-1.699584832473294682e+01,-1.749312619741947117e+01,-1.683236024153828581e+01,-4.693497363561110092e+01,-3.541190009678413020e+01
-5.434375790736851286e+01,-5.393714583322088174e+01,-5.407533439572122091e+01,-5.384638070297542356e+01,-7.791857285352634221e+01,-9.439205435448353398e+01
-5.079980505328271079e+01,-5.078954715176360679e+01,-5.078954715176360679e+01,-5.080673442619008995e+01,-7.791857285352634221e+01,-1.211964403265327519e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.967830829672571724e+01,-6.966263549071061334e+01,-6.966263549071061334e+01,-6.972204734555892003e+01,-1.105712282327374112e+02,-8.893385709232364889e+01
-4.273381478952621393e+01,-4.281271930353186406e+01,-4.281271930353186406e+01,-4.283059773245481949e+01,-6.396199383014000972e+01,-7.236108813252832306e+01
